project_name,pub_time,ai_project_title,requirement_brief,requirement_desc,deadline,company_name,contact_name,contact_phone,province,city,budget,announcement_url,location_text
广州市残疾人托养中心（星安居）智能化保障项目,2026-03-27T16:41+08:00,无相关要求,无相关要求,无相关要求,2026-04-17,广州市残疾人安养院,曾颖妍（采购文件咨询）、何晓蕾（质疑受理）,28866437、28866163,广东,广州市,363.46万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260327_26325496.htm,广州市白云区钟落潭镇陈洞枝峰街623号
北京市公安局民警实训用房配套弱电智能化建设项目,2026-03-27T16:28+08:00,无相关要求,无相关要求,无相关要求,2026-04-20,北京市公安局本级行政(本级),刘思雯,010-84045310,北京,北京市,434.40万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260327_26325043.htm,北京市东城区前门东大街9号
北京市公安局民警实训用房配套弱电智能化建设项目,2026-03-27T16:28+08:00,无相关要求,无相关要求,无相关要求,2026-04-20,北京市公安局本级行政(本级),刘思雯,010-84045310,北京,北京市,4.28万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260327_26325041.htm,北京市东城区前门东大街9号
岳阳市康复医院病房改造提升项目信息智能化（弱电智能化）工程,2026-03-27T16:22+08:00,无相关要求,无相关要求,无相关要求,2026-04-09,岳阳市康复医院,谈女士,07308880121,湖南,岳阳市,739.62万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260327_26324877.htm,岳阳市康岳花园福颐路48号
2026年度全区城市治安电子防控系统运维服务项目,2026-03-27T16:20+08:00,无相关要求,无相关要求,无相关要求,2026-04-09,岳阳市公安局岳阳楼分局,李先生,13424379118,湖南,岳阳市,287.89万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260327_26324858.htm,岳阳市岳阳楼区北港路与青年东路交叉口东南角
新建城厢镇实验小学智能化设备采购,2026-03-27T15:14+08:00,无相关要求,无相关要求,无相关要求,2026-04-28,太仓市城厢镇人民政府,张倩,0512-53890581,江苏,苏州市太仓市,550.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260327_26323784.htm,江苏省苏州市太仓市城厢镇太平南路76号
2026年一体化智能化公共数据系统技术服务项目,2026-03-27T10:41+08:00,无相关要求,无相关要求,无相关要求,2026-04-17,绍兴市数据局,金丹莹、王加丽、廖鑫、吕淑华,0575-88050170,浙江,绍兴市,600.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260327_26322197.htm,绍兴市洋江西路589号
青海职业技术大学2026年教学实训设备更新项目--混凝土智能检测设备,2026-03-27T23:05+08:00,无相关要求,无相关要求,无相关要求,2026-04-23,青海职业技术大学,陈先生,13997144059,青海,西宁市,272.90万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260327_26329445.htm,青海省西宁市城北区生物园区经二路66号
商丘广播电视台（电视台）高清电视智能设备 改造项目,2026-03-27T20:45+08:00,无相关要求,无相关要求,无相关要求,2026-04-17,商丘广播电视台（电视台）,祁女士,0370-2853677,河南,商丘市,899.63万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260327_26329202.htm,商丘市睢阳区神火大道1799号
乌鲁木齐职业技术学院智能机加工基地改造升级（教学仪器采购）项目,2026-03-27T19:55+08:00,无相关要求,无相关要求,无相关要求,2026-04-16,乌鲁木齐职业技术学院,蔡小龙（项目咨询）,13579273205、0991-3650025,新疆,乌鲁木齐市新市,100.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260327_26328918.htm,乌鲁木齐市新市区乌五公路1499号
地质资料智能库房建设项目,2026-03-27T18:32+08:00,无相关要求,无相关要求,无相关要求,2026-04-17,内蒙古自治区地质调查研究院,王旭阳,18686062331 质疑接收联系人：阮佳 受理电话：5332613,内蒙古,,370.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260327_26327914.htm,内蒙古自治区地质调查研究院
滨海院区（二期）智慧医院系统建设项目第二阶段临床业务建设,2026-03-27T18:08+08:00,脓毒症临床预警智能算法集成系统建设,构建脓毒症全院集束化管理质控平台，集成脓毒症临床端预警模型和智能算法，实现临床预警功能，提升脓毒症管理效率和质量。,"【背景概述】
滨海院区（二期）智慧医院系统建设项目第二阶段临床业务建设，采购人为福建医科大学附属第一医院，项目预算417.3万元，包含健康综合管理平台、医院慢病管理平台、肿瘤放疗多院区一体化建设、脓毒症全院集束化管理质控平台、急诊医学中心系统五个采购包。

AI需求点：
1、脓毒症全院集束化管理质控平台需建设脓毒症临床端预警模型和智能算法集成系统，实现脓毒症临床预警功能。",2026-04-17,福建医科大学附属第一医院,杨焜、郑婷婷、余燕香,0591-87512357,福建,福州市,417.30万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260327_26327537.htm,福州市台江区茶中路20号
2026年大连民族大学改善基本办学条件项目-设备资料购置-土木工程学院综合实验中心建设（二）,2026-03-27T18:07+08:00,无相关要求,无相关要求,无相关要求,2026-04-20,大连民族大学,程老师,0411-87565775,辽宁,,64.50万元,http://www.ccgp.gov.cn/cggg/zygg/gkzb/202603/t20260327_26327394.htm,大连金普新区辽河西路18号
芒市第三小学人工智能教育项目,2026-03-27T18:01+08:00,无相关要求,无相关要求,无相关要求,2026-04-23,芒市第三小学,杨女士,0692-2123126,云南,,67.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260327_26327395.htm,芒市第三小学
宁海县智慧助教平台建设项目,2026-03-27T17:59+08:00,无相关要求,无相关要求,无相关要求,2026-04-21,宁海县教育服务与装备管理中心,孔工、朱贤东,0574-87425279,浙江,,94.77万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260327_26327373.htm,宁海县人民路290号
昆明理工大学教学科研仪器设备更新项目二期（城市学院）-3,2026-03-27T17:51+08:00,无相关要求,无相关要求,无相关要求,2026-04-20,昆明理工大学,朱云、郑艳、吕琦、刘海斌、师继承,0871-65322748,云南,昆明市,220.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260327_26327206.htm,昆明市一二一大街文昌路68号
宁晋县城市智能空气净化系统工程运营项目,2026-03-27T17:44+08:00,无相关要求,无相关要求,无相关要求,2026-04-21,宁晋县大气污染防治工作领导小组办公室本级,赵丁,0319-5862168,河北,,316.66万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260327_26327035.htm,宁晋县兴宁街48号
骨科智能手术系统(二次),2026-03-27T17:28+08:00,无相关要求,无相关要求,无相关要求,2026-04-17,宝鸡市中医医院,张婉迪、宋鹏飞、张喆,029-85239900/89651851,陕西,宝鸡市,130.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260327_26326634.htm,陕西省宝鸡市金台区行政大道58号
青海职业技术大学2026年教学实训设备更新项目--岩土智能检测设备,2026-03-27T17:12+08:00,无相关要求,无相关要求,无相关要求,2026-04-17,青海职业技术大学,张先生,0971-8211766,青海,西宁市,173.90万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260327_26326257.htm,青海省西宁市经二路66号
青海职业技术大学2026年教学实训设备更新项目--化工设备检维修作业及受限空间救援智能实训装置,2026-03-27T17:00+08:00,无相关要求,无相关要求,无相关要求,2026-04-27,青海职业技术大学,王女士,0971-8290400,青海,西宁市,90.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260327_26325945.htm,西宁市经二路66号
自然资源执法无人机巡查服务项目,2026-03-27T16:41+08:00,AI智能解译无人机巡查服务,北京市规划和自然资源执法总队利用AI技术对重点矿产和耕地地区进行无人机巡查，处理采集数据，及时发现并报告疑似违法行为。,"【背景概述】
自然资源执法无人机巡查服务项目由北京市规划和自然资源执法总队发起，通过对全市重点矿产和耕地地区开展无人机执法巡查，对市级派发疑似违法线索进行非现场核查，采用AI智能解译方式处理采集数据以发现疑似违法行为。

1、执法无人机采集数据处理：采用AI智能解译方式，及时发现疑似违法行为，每批次飞行作业完成后2个工作日内提交巡查报告。",2026-04-17,北京市规划和自然资源执法总队,邱羽翰,62688396,北京,北京市,450.36万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260327_26325604.htm,北京市通州区承安路1号
湖南省“三客一危”车辆智能监管平台运营服务项目,2026-03-27T16:34+08:00,无相关要求,无相关要求,无相关要求,2026-04-16,湖南省道路运输管理局,田梦、王璜,0731-82293871,湖南,长沙市,316.56万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260327_26325262.htm,长沙市芙蓉区韭菜园路175号
湖南工程学院智慧能源系统发电与智能控制平台,2026-03-27T16:29+08:00,无相关要求,无相关要求,无相关要求,2026-04-14,湖南工程学院,江嫒,0731-58610173,湖南,湘潭市,398.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260327_26325137.htm,湘潭市福星中路88号
黔东南州人民医院检验设备、流水线一批及智能采血管理传输系统采购（A包）,2026-03-27T16:28+08:00,无相关要求,无相关要求,无相关要求,2026-04-17,黔东南苗族侗族自治州人民医院,杨志（项目负责人）、单剑莉、杨志东,18308512205,贵州,凯里市,128.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260327_26325036.htm,凯里市韶山南路31号
轨道交通装备关键零部件智能感知与状态监测实验室项目,2026-03-27T16:21+08:00,无相关要求,无相关要求,无相关要求,2026-04-15,湖南铁道职业技术学院,何琼,0731-28306766,湖南,株洲市,338.96万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260327_26324871.htm,株洲市云龙示范区职教城大学智慧城路1号
湖南理工学院智能设计实验室项目,2026-03-27T16:20+08:00,无相关要求,无相关要求,无相关要求,2026-04-01,湖南理工学院,唐秋艳,13337355621,湖南,岳阳市,128.44万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260327_26324842.htm,湖南省岳阳市岳阳楼区湖南理工学院
北方工业大学“智慧韧性城市治理”分析测试中心设备更新（三期）项目（七）,2026-03-27T16:16+08:00,无相关要求,无相关要求,无相关要求,2026-04-17,北方工业大学,修海龙,010-63961210,北京,北京市,400.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260327_26324807.htm,北京市石景山区晋元庄路5号
2025年双流区智能交通系统运行维护监理服务采购项目,2026-03-27T16:10+08:00,无相关要求,无相关要求,无相关要求,2026-04-20,成都市公安局双流区分局,杨先生,028-87050033或87050055转2052 邮箱：s.c.zyzb@163.com,四川,成都市,60.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260327_26324648.htm,成都市双流区东升街道正通路399号
镇海区公租房智能门锁采购及相关服务项目,2026-03-27T15:59+08:00,无相关要求,无相关要求,无相关要求,2026-04-17,宁波市镇海区住房保障中心,史麒丰,0574-87865993,浙江,,150.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260327_26324444.htm,镇海区蛟川街道镇骆东路388号
学前（托育）实训中心项目智慧教室设备,2026-03-27T15:35+08:00,无相关要求,无相关要求,无相关要求,2026-04-17,黑龙江幼儿师范高等专科学校,刘工,0453-6268068 0453-6298998,黑龙江,牡丹江市,230.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260327_26324100.htm,牡丹江市西地明街七号
宁夏广播电视台AIGC智能体应用服务平台建设项目,2026-03-27T15:31+08:00,无相关要求,无相关要求,无相关要求,2026-04-17,宁夏广播电视台,韩娟 傅明明 马红,0951-5610077,宁夏,宁夏银川市,350.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260327_26324047.htm,宁夏银川市北京中路66号
